"Search Parameters"	"Year"	"Mo"	"Dy"	"Country"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"
"[""1900 <= Year >= 2020""]"																	
	2003	12	1	"CHINA"	40	"CHINA:  XINJIANG:  ZHAOSU"	42.905	80.515	10	6		11	1	47	1		3
	2003	12	5	"INDONESIA"	60	"INDONESIA:  FLORES, RUTENG"	-8.137	120.524	33	4.9							1
	2003	12	10	"TAIWAN"	30	"TAIWAN:  T'AI-TUNG, KAO-HSIUN"	23.039	121.362	10	6.8				1	1		1
	2003	12	11	"IRAN"	140	"IRAN:  WESTERN:  MASJED-E- SOLEYMAN"	31.953	49.209	33	5			0	5	1		1
	2003	12	17	"BULGARIA"	110	"BULGARIA: POVADIYA"	43.083	27.486	34	4.4							2
	2003	12	22	"USA"	150	"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO"	35.706	-121.102	8	6.6	8	2	1	40	1	300	4
	2003	12	25	"PANAMA"	100	"PANAMA-COSTA RICA:  PUERTO ARMUELLES"	8.416	-82.824	33	6.5		2	1	75	2		2
	2003	12	26	"IRAN"	140	"IRAN:  SOUTHEASTERN:  BAM, BARAVAT"	28.995	58.311	10	6.6	9	31000	4	30000	4	32.7	4
	2003	12	27	"NEW CALEDONIA"	170	"NEW CALEDONIA:  LOYALTY ISLANDS"	-22.015	169.766	10	7.3							
	2004	1	1	"INDONESIA"	60	"INDONESIA:  BALI, LOMBOK"	-8.31	115.788	45	5.8	6	1	1	29	1	12	3
	2004	1	1	"MEXICO"	150	"MEXICO:  GUERRERO, MEXICO CITY"	17.488	-101.303	29	6.1							1
	2004	1	10	"SLOVAKIA"	110	"SLOVAKIA:  SLOVENSKO L'UPCA"	48.758	19.217	5	2.2							1
	2004	1	10	"ALGERIA"	15	"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES"	36.852	3.418	10	4.4				300	3		1
	2004	1	14	"IRAN"	140	"IRAN:  SOUTHERN:  FIRUZABAD"	27.695	52.397	12	5.2							1
	2004	1	28	"INDONESIA"	170	"INDONESIA:  SERAM"	-3.12	127.4	17	6.7							
	2004	2	4	"PANAMA"	100	"PANAMA-COSTA RICA:  CHIRIQUI"	8.358	-82.877	29	6.1				4	1		1
	2004	2	5	"INDONESIA"	170	"INDONESIA:  NABIRE"	-3.615	135.538	17	7		37	1	682	3	1	2
	2004	2	7	"INDONESIA"	170	"INDONESIA:  NABIRE"	-4.003	135.023	10	7.3							1
	2004	2	11	"JORDAN"	140	"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA"	31.675	35.551	27	5.3				4	1		2
	2004	2	14	"PAKISTAN"	60	"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA"	34.774	73.216	11	5.4		24	1	40	1		3
	2004	2	16	"INDONESIA"	60	"INDONESIA:  SUMATRA:  PADANGPANJANG"	-0.466	100.655	56	5.1		5	1	7	1		1
	2004	2	22	"INDONESIA"	60	"INDONESIA:  SUMATRA:  PESISIR SELATAN"	-1.559	100.488	42	6				1	1		1
	2004	2	24	"BURUNDI"	10	"BURUNDI:  RUYAGA"	-3.393	29.558	10	4.7		3	1				1
	2004	2	24	"MOROCCO"	15	"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH"	35.142	-3.997	0	6.4	9	628	3	926	3	400	4
	2004	3	1	"GREECE"	130	"GREECE:  SOUTHERN:  KALAMATA"	37.136	22.116	9	5.2							1
	2004	3	24	"CHINA"	30	"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI"	45.382	118.256	19	5.4				100	2	74	4
	2004	3	25	"TURKEY"	140	"TURKEY:  ERZURUM"	39.93	40.812		5.6		10	1	46	1		1
	2004	3	28	"TURKEY"	140	"TURKEY:  ASKALE"	39.847	40.874	5	5.6				12	1		1
	2004	4	5	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN"	36.512	71.029	187	6.5		3	1	5	1		
	2004	4	9	"INDONESIA"	60	"INDONESIA:  SUMATRA:  PADANG"	-1.549	100.54	66	5.4							1
	2004	4	16	"INDONESIA"	60	"INDONESIA:  BALI"	-8.669	114.65	96	5.5							1
	2004	4	23	"INDONESIA"	60	"INDONESIA:  TIMOR: KUPANG"	-9.362	122.839	66	6.7							1
	2004	5	1	"TAIWAN"	30	"TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK"	24.081	121.611	45	5.2		2	1	1	1		1
	2004	5	3	"CHILE"	160	"CHILE: CANETE"	-37.695	-73.406	21	6.6	6						1
	2004	5	4	"CHINA"	30	"CHINA:  QINGHAI PROVINCE:  DELINGHA"	37.506	96.758	14	5.4							3
	2004	5	8	"IRAN"	140	"IRAN:  KAZERUN"	29.881	51.474	67	5							1
	2004	5	8	"PAKISTAN"	60	"PAKISTAN:  QUETTA"	30.126	67.121	10	4.5		1	1	30	1		1
	2004	5	19	"PHILIPPINES"	170	"PHILIPPINES:  BOHOL ISLAND:  TUBIGON"	9.926	124.038	35	4.1	6						1
	2004	5	28	"IRAN"	140	"IRAN:  MAZANDARAN, QAZVIN, TEHRAN"	36.29	51.61	17	6.3		35	1	400	3	165	4
	2004	5	30	"RUSSIA"	50	"RUSSIA:  SAKHALIN, YUZHNO, SAKHALINSK"	47.311	142.12	14	4.9							1
	2004	6	9	"SAUDI ARABIA"	140	"SAUDI ARABIA: WESTERN"	27.836	36.905	10	4.6							1
	2004	6	15	"CHILE"	160	"CHILE: CARAHUE, IMPERIAL, TEMUCO"	-38.854	-73.155	38	5.9	6						1
	2004	7	1	"TURKEY"	140	"TURKEY:  DOGUBEYAZIT"	39.766	43.979	5	5.1		18	1	21	1		
	2004	7	12	"SLOVENIA"	130	"SLOVENIA: BOVEC, KOBARID"	46.296	13.641	8	5.2		1	1	5	1		1
	2004	7	14	"AFGHANISTAN"	40	"AFGHANISTAN: HERAT"	34.89	61.852		4.6							2
	2004	7	18	"NEW ZEALAND"	170	"NEW ZEALAND:  NORTH ISLAND:  ROTORUA, TAURANGA"	-38	176.51	5	5.4		1	1	2	1		2
	2004	7	18	"AFGHANISTAN"	40	"AFGHANISTAN: PAKTIA PROVINCE"	33.426	69.524	10	5.2		2	1	40	1		3
	2004	7	30	"TURKEY"	140	"TURKEY:  DOGUBEYAZIT"	39.634	43.966	5	4		1	1	5	1		1
	2004	8	4	"TURKEY"	140	"TURKEY:  BODRUM"	36.833	27.815	10	5.6				15	1		
	2004	8	10	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  LUDIAN"	27.266	103.873	6	5.4		4	1	600	3	50	4
	2004	8	11	"TURKEY"	140	"TURKEY:  ELAZIG, SIVRICE"	38.377	39.261	7	5.7		1	1	11	1		1
	2004	9	5	"JAPAN"	30	"JAPAN:  HONSHU:  W COAST: KYOTO"	33.07	136.618	14	7.2				4	1		1
	2004	9	5	"JAPAN"	30	"JAPAN:  HONSHU:  W COAST: KYOTO, WAKAYAMA, SAKAI"	33.184	137.071	10	7.4				40	1		1
	2004	9	7	"ARGENTINA"	160	"ARGENTINA: CATAMARCA"	-28.573	-65.84	22	6.1		1	1		2		1
	2004	9	7	"CHINA"	30	"CHINA:  GANSU PROVINCE"	34.682	103.781	10	5.2				19	1		3
	2004	9	21	"POLAND"	120	"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK"	54.841	19.912	10	4.8	6			3	1		1
	2004	9	28	"USA"	150	"CALIFORNIA:  CENTRAL: PARKFIELD, SAN MIGUEL"	35.819	-120.364	9	6	6						1
	2004	10	1	"NICARAGUA"	100	"NICARAGUA:  CHINANDEGA, LEON"	11.989	-86.52	87	5.6							1
	2004	10	7	"IRAN"	140	"IRAN:  GOLESTAN"	37.125	54.477	35	5.6				60	2		
	2004	10	15	"TAIWAN"	30	"TAIWAN:  T'AO-YUAN"	24.53	122.694	94	6.6					2		1
	2004	10	18	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  BAOSHAN"	25.073	99.169	30	4.4				12	1		3
	2004	10	23	"JAPAN"	30	"JAPAN:  HONSHU:  NIIGATA PREFECTURE"	37.226	138.779	16	6.6		40	1	3183	4	28000	4
	2004	10	27	"JAPAN"	30	"JAPAN:  HONSHU:  NIIGATA PREFECTURE"	37.284	138.885	14	5.9				5	1		1
	2004	10	27	"ROMANIA"	110	"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN"	45.787	26.622	96	5.8							1
	2004	11	2	"CANADA"	150	"CANADA:  VANCOUVER ISLAND"	49.277	-128.772	10	6.6							
	2004	11	4	"GREECE"	130	"GREECE:  CRETE:  ANTIKYTHIRA"	35.945	23.115	74	5.2							1
	2004	11	8	"JAPAN"	30	"JAPAN:  HONSHU:  NIIGATA PREFECTURE"	37.396	138.862	10	5.5				8	1		1
	2004	11	11	"INDONESIA"	60	"INDONESIA:  KEPULAUAN ALOR"	-8.152	124.868	10	7.5		34	1	400	3		3
	2004	11	15	"COLOMBIA"	160	"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO"	4.695	-77.508	15	7.2				10	1		3
	2004	11	19	"IRAN"	140	"IRAN:  W"	32.023	48.836	37	4.8							1
	2004	11	20	"COSTA RICA"	100	"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS"	9.602	-84.172	16	6.4		8	1		2		3
	2004	11	21	"GUADELOUPE"	90	"GUADELOUPE:  BASSE-TERRE, LES SAINTES"	15.679	-61.706	14	6.3		1	1	12	1		2
	2004	11	22	"IRAN"	140	"IRAN:  KHORRAMABAD, POL-E DOKHTAR"	33.297	47.977	36	5					2		1
	2004	11	22	"NEW ZEALAND"	170	"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO"	-46.676	164.721	10	7.1							1
	2004	11	24	"ITALY"	130	"ITALY:  NORTHERN:  BRESCIA"	45.626	10.559	17	5.1				9	1		2
	2004	11	26	"INDONESIA"	170	"INDONESIA:  NABIRE"	-3.609	135.404	10	7.1	8	32	1	130	3	55	4
	2004	11	28	"JAPAN"	30	"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO"	43.006	145.119	39	7				24	1		1
	2004	12	1	"ALGERIA"	15	"ALGERIA:  BOUMERDAS"	36.848	3.448	10	4.5				15	1		1
	2004	12	2	"TRINIDAD AND TOBAGO"	90	"TRINIDAD:  MAYARO"	10.49	-61.48	49	5.8							1
	2004	12	5	"GERMANY"	120	"GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU"	48.115	8.077	10	4.8	5						1
	2004	12	5	"ALGERIA"	15	"ALGERIA:  ZEMMOURI"	36.865	3.421	10	4.5				46	1		
	2004	12	6	"JAPAN"	30	"JAPAN:  HOKKAIDO:  KUSHIRO"	42.9	145.228	35	6.8				4	1		
	2004	12	9	"INDIA"	60	"INDIA:  HAILAKANDI, CACHAR"	24.757	92.539	35	5.4					2		1
	2004	12	14	"JAPAN"	30	"JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE"	44.119	141.793	10	5.8				3	1		1
	2004	12	20	"TURKEY"	140	"TURKEY:  MARMARIS"	37.042	28.206	5	5.4				3	1		1
	2004	12	23	"AUSTRALIA"	170	"AUSTRALIA:  MACQUARIE ISLAND"	-49.312	161.345	10	8.1							
	2004	12	26	"INDONESIA"	60	"INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST"	3.316	95.854	30	9.1		1001	4		3	10000	4
	2005	1	10	"IRAN"	140	"IRAN:  GORGAN"	37.103	54.574	32	5.4				110	3		
	2005	1	19	"JAPAN"	30	"JAPAN:  EAST COAST HONSHU"	34.064	141.491	28	6.6							
	2005	1	20	"NEW ZEALAND"	170	"NEW ZEALAND:  NORTH ISLAND"	-41.223	175.21	39	5.3							1
	2005	1	23	"INDONESIA"	170	"INDONESIA:  SULAWESI:  PALU"	-1.198	119.933	11	6.3		1	1	4	1		2
	2005	1	24	"ECUADOR"	160	"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO"	-1.364	-80.785	17	6.1							2
	2005	1	25	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  SIMAO"	22.526	100.709	12	4.8				3	1		1
	2005	1	25	"TURKEY"	140	"TURKEY:  HAKKARI"	37.622	43.703	41	5.9		2	1	22	1		1
	2005	1	29	"SPAIN"	130	"SPAIN:  LA PACA, ZARCILLA DE RAMOS"	37.91	-1.82	5	4.4							2
	2005	2	2	"INDONESIA"	60	"INDONESIA:  JAVA:  GARUT"	-7.037	107.819	15	4.8		1	1		2		2
	2005	2	14	"GUADELOUPE"	90	"GUADELOUPE"	15.775	-61.744	12	5.8							
	2005	2	14	"CHINA"	40	"CHINA:  XINJIANG PROVINCE:  WUSHI"	41.728	79.44	22	6.1							3
	2005	2	15	"INDIA"	60	"INDIA:  KHASPUR"	24.55	92.524	35	5.1							1
	2005	2	22	"IRAN"	140	"IRAN:  KERMAN PROVINCE:  ZARAND"	30.754	56.816	14	6.4		612	3	1411	4		4
	2005	3	2	"PAKISTAN"	60	"PAKISTAN:  QUETTA"	30.378	68.038	52	4.9				1	1		1
	2005	3	9	"SOUTH AFRICA"	10	"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN"	-26.913	26.789	5	4.3		2	1	58	2		2
	2005	3	12	"TURKEY"	140	"TURKEY:  CAT, KARLIOVA"	39.44	40.978	11	5.6				16	1		2
	2005	3	13	"IRAN"	140	"IRAN:  SARAVAN"	27.095	61.887	54	6							1
	2005	3	14	"TURKEY"	140	"TURKEY:  EASTERN:  BINGOL PROVINCE"	39.354	40.89	5	5.8				18	1		3
	2005	3	14	"INDIA"	60	"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA"	17.145	73.73	10	4.9				45	1		2
	2005	3	15	"INDIA"	60	"INDIA:  MAHARASHTRA:  DHEBEWADI"	17.072	73.668	10	4.3							1
	2005	3	20	"JAPAN"	30	"JAPAN:  KYUSHU:  FUKUOKA, GENKAI"	33.807	130.131	10	6.6		1	1	500	3		2
	2005	3	28	"INDONESIA"	60	"INDONESIA:  SUMATERA:  SW"	2.085	97.108	30	8.6		1303	4	340	3		4
	2005	4	10	"INDONESIA"	60	"INDONESIA:  PADANG"	-1.644	99.607	19	6.7	5						
	2005	6	13	"CHILE"	160	"CHILE:  TARAPACA"	-19.987	-69.197	116	7.7		11	1	200	3		
	2005	6	15	"USA"	150	"CALIFORNIA:  OFF COAST NORTHERN"	41.301	-125.97	10	7.2	4						
	2005	7	5	"INDONESIA"	60	"INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI"	1.819	97.082	21	6.7							1
	2005	7	9	"INDONESIA"	170	"INDONESIA:  SULAWESI:  DONGGALA"	-1.174	119.963	32	5.9							1
	2005	7	10	"ALBANIA"	130	"ALBANIA:  TROPOJE"	42.389	19.812	4	5.2							1
	2005	7	18	"INDONESIA"	60	"INDONESIA:  TIMOR:  TIMOR TENGAH UTARA"	-9.948	124.48	10	5.3							1
	2005	7	23	"JAPAN"	30	"JAPAN:  HONSHU:  TOKYO"	35.498	139.982	61	5.9				27	1		1
	2005	7	24	"INDIA"	60	"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS"	7.92	92.19	16	7.2							1
	2005	7	25	"CHINA"	30	"CHINA:  DAQING"	46.827	125.058	48	4.7		1	1	12	1		
	2005	7	26	"USA"	150	"MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES"	45.365	-112.615	13	5.6	6						1
	2005	7	30	"TURKEY"	140	"TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI"	39.437	33.089	5	5.3							1
	2005	8	5	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  HUIZE"	26.569	103.036	42	4.8				9	1		2
	2005	8	5	"VIETNAM"	30	"VIETNAM:  HO CHI MINH CITY"	9.985	108.383	10	4.5							1
	2005	8	9	"IRAN"	140	"IRAN:  FIRUZABAD"	28.85	52.56	10	5.1							1
	2005	8	13	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  WENSHAN"	23.627	104.103	10	4.5				26	1		1
	2005	8	14	"CHILE"	160	"CHILE:  TARAPACA"	-19.78	-68.98	11	5.8							1
	2005	8	14	"INDIA"	60	"INDIA:  MAHARASHTRA"	17.398	74.118	35	4.4	7						2
	2005	8	16	"JAPAN"	30	"JAPAN:  EAST COAST HONSHU"	38.276	142.039	36	7.2				56	2		1
	2005	8	16	"INDIA"	60	"INDIA:  UTTARANCHAL:  UTTARKAHI"	30.924	78.56	43	4.4	6						1
	2005	8	30	"INDIA"	60	"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE"	17.067	73.773	10	4.7	6						1
	2005	9	9	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  NEW IRELAND"	-4.539	153.474	90	7.7							
	2005	9	24	"ETHIOPIA"	10	"ETHIOPIA:  DABBAHU"	12.471	40.634	12	5.6							
	2005	9	26	"PERU"	160	"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA"	-5.678	-76.398	115	7.5		5	1	60	2		2
	2005	10	1	"PERU"	160	"PERU:  MOQUEGUA"	-16.635	-70.794	20	5.3				10	1		1
	2005	10	8	"PAKISTAN"	60	"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA"	34.539	73.588	26	7.6	8	76213	4	146599	4	6680	4
	2005	10	20	"TURKEY"	140	"TURKEY:  IZMIR"	38.152	26.751	10	5.9		1	1	15	1		1
	2005	10	24	"ECUADOR"	160	"ECUADOR:  BAEZA"	-0.507	-77.745	35	4.8	6						1
	2005	10	27	"CHINA"	30	"CHINA:  GUANGXI PROVINCE"	23.604	107.798	10	4.2		1	1	1	1		1
	2005	10	31	"PERU"	160	"PERU:  N"	-5.852	-78.704	40	5.4							
	2005	11	14	"JAPAN"	30	"JAPAN:  EAST COAST HONSHU"	38.107	144.896	11	7							
	2005	11	26	"CHINA"	30	"CHINA:  JIANGXI:  JIUJIANG, RUICHANG"	29.695	115.689	10	5.2		16	1	8000	4		3
	2005	11	26	"TURKEY"	140	"TURKEY:  DOGANYOL"	38.26	38.814	9	4.4							1
	2005	11	27	"IRAN"	140	"IRAN:  QESHM, ZIRANG"	26.774	55.858	10	6		13	1	100	2		2
	2005	12	5	"CONGO"	10	"CONGO:  KALEMIE"	-6.224	29.83	22	6.8		6	1				1
	2005	12	12	"AFGHANISTAN"	40	"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN"	36.357	71.093	225	6.5		5	1	1	1		1
	2005	12	14	"INDIA"	60	"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG"	30.476	79.255	44	5.3		1	1	4	1		2
	2005	12	24	"TURKEY"	140	"TURKEY:  AKHISAR"	38.804	26.783	14	4.3							1
	2006	1	1	"JAPAN"	30	"JAPAN:  HONSHU:  S. OF"	31.394	140.131	10	5.6							
	2006	1	8	"GREECE"	130	"GREECE:  SOUTHERN"	36.311	23.212	66	6.7				3	1		1
	2006	1	27	"INDONESIA"	170	"INDONESIA:  BANDA SEA"	-5.473	128.131	397	7.6							
	2006	2	14	"INDIA"	60	"INDIA:  SIKKIM"	27.382	88.388	30	5.3		2	1	2	1		1
	2006	2	20	"BULGARIA"	110	"GREECE-BULGARIA BORDER REGION"	41.708	25.544	10	4.6				2	1		
	2006	2	22	"MOZAMBIQUE"	10	"MOZAMBIQUE"	-21.324	33.583	11	7		4	1	36	1		2
	2006	2	23	"BHUTAN"	60	"BHUTAN:  TASHIGANG"	26.912	91.705	10	5.8							1
	2006	2	28	"IRAN"	140	"IRAN:  SOUTHERN"	28.12	56.865	18	6				6	1		2
	2006	3	7	"INDIA"	60	"INDIA:  GUJARAT"	23.777	70.899	10	5.5				7	1		1
	2006	3	10	"PAKISTAN"	60	"PAKISTAN:  MIRPUR DISTRICT"	33.129	73.887	10	4.9		1	1	22	1		
	2006	3	14	"INDONESIA"	170	"INDONESIA:  SERAM"	-3.595	127.214	30	6.7							2
	2006	3	20	"ALGERIA"	15	"ALGERIA:  NORTHERN"	36.623	5.328	10	4.9		4	1	9	1		
	2006	3	25	"IRAN"	140	"IRAN:  SOUTHERN"	27.574	55.685	18	5.9		1	1	1	1		1
	2006	3	28	"INDONESIA"	60	"INDONESIA:  N. SUMATRA: TAPAKTUAN"	3.462	97.224	30	5							1
	2006	3	31	"IRAN"	140	"IRAN:  WESTERN:  BORUJERD, DORUD"	33.5	48.78	7	6.1		70	2	1300	4		3
	2006	3	31	"CHINA"	30	"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN"	44.624	124.122	10	4.9							1
	2006	4	1	"TAIWAN"	30	"TAIWAN:  T'AIT-TUNG"	22.868	121.278	9	6.2				42	1		1
	2006	4	4	"PAKISTAN"	60	"PAKISTAN:  BATGRAM"	34.6	73.136	10	4.8				28	1		1
	2006	4	6	"INDIA"	60	"INDIA:  GUJARAT"	23.322	70.477	10	5.5							1
	2006	4	11	"GREECE"	130	"GREECE:  ZAKYNTHOS"	37.64	20.92	18	5.5							1
	2006	4	19	"CHINA"	40	"CHINA:  TIBET (XIZANG PROVINCE)"	31.607	90.413	33	5.7							1
	2006	4	20	"RUSSIA"	50	"RUSSIA:  KORYAKSKIY"	60.949	167.089	22	7.6				40	1	55	4
	2006	5	3	"TONGA"	170	"TONGA ISLANDS"	-20.187	-174.123	55	7.9	7			1	1		1
	2006	5	4	"PANAMA"	100	"PANAMA:  BOQUETE"	8.898	-82.543		4.5							1
	2006	5	7	"IRAN"	140	"IRAN:  ZARAND"	30.79	56.7	14	4.1				70	2		1
	2006	5	12	"INDONESIA"	60	"INDONESIA:  SUMATRA:  KALIANDAK"	-5.575	105.395	17	5.5							1
	2006	5	26	"INDONESIA"	60	"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA"	-7.961	110.446	13	6.3		5749	4	38568	4	3100	4
	2006	6	3	"IRAN"	140	"IRAN:  SOUTHERN:  QESHM"	26.759	55.843	5	5.1		2	1	4	1		1
	2006	6	3	"TURKEY"	140	"TURKEY:  HAKKARI"	37.605	43.787	10	4.1							1
	2006	6	3	"MALAWI"	10	"MALAWI:  SALIMA"	-14.52	34.28	10	3.8							1
	2006	6	11	"JAPAN"	30	"JAPAN:  KYUSHU"	33.129	131.141	140	6.3				8	1		
	2006	6	13	"ALBANIA"	130	"ALBANIA:  TEPELENE"	40.27	19.96	10	4.5				1	1		1
	2006	6	20	"CHINA"	30	"CHINA:  GANSU PROVINCE"	33.068	104.95	24	4.5				5	1		1
	2006	7	17	"INDONESIA"	60	"INDONESIA:  JAVA"	-9.254	107.411	34	7.7							
	2006	7	22	"CHINA"	30	"CHINA:  YANJIN"	27.995	104.138	56	4.9		22	1	106	3		
	2006	7	29	"TAJIKISTAN"	40	"TAJIKISTAN:  PANJ-QUMSANGIR"	37.255	68.828	34	5.6		3	1	19	1		
	2006	8	5	"ARGENTINA"	160	"ARGENTINA:  MENDOZA"	-33.131	-68.707	22	5.6	5						1
	2006	8	18	"TAJIKISTAN"	40	"TAJIKISTAN:  DUSHANBE (STALINABAD)"	38.246	69.22	10	4.7							1
	2006	8	24	"FRANCE"	120	"FRANCE"	45.84	-0.14	5	4.3							1
	2006	8	25	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	28.012	104.151	22	4.6		1	1	31	1		2
	2006	9	10	"MEXICO"	90	"GULF OF MEXICO"	26.319	-86.606	14	5.8							
	2006	9	28	"SAMOA"	170	"SAMOA ISLANDS"	-16.592	-172.033	28	6.9	4						
	2006	9	29	"TRINIDAD AND TOBAGO"	90	"TRINIDAD:  PORT-OF-SPAIN"	10.876	-61.756	53	6.1				3	1		1
	2006	9	29	"TRINIDAD AND TOBAGO"	90	"TRINIDAD:  GASPARILLO"	10.814	-61.758	52	5.5		1	1				
	2006	10	15	"USA"	150	"HAWAIIAN ISLANDS"	19.878	-155.935	39	6.7	8				3	73	4
	2006	10	20	"PERU"	160	"PERU:  CENTRAL"	-13.457	-76.677	23	6.7	4						1
	2006	10	27	"CHINA"	30	"CHINA:  HUBEI"	31.56	113.21	10	4.5							2
	2006	11	3	"CHINA"	30	"CHINA:  NEI MONGOL"	43.469	119.558	10	4.7							3
	2006	11	15	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	46.592	153.266	10	8.3							
	2006	11	17	"FRANCE"	120	"FRANCE:  PYRENEES"	42.99	-0.05	10	4.7							1
	2006	11	23	"HUNGARY"	110	"HUNGARY:  BEREGDAROC"	48.195	22.46	10	4.8							1
	2006	11	23	"CHINA"	40	"CHINA:  XINJIANG PROVINCE:  NORTH"	44.229	83.524	20	4.7							2
	2006	11	24	"INDONESIA"	170	"INDONESIA:  SULAWESI: PINRANG"	-3.728	119.233	31	5.2							1
	2006	11	29	"INDONESIA"	170	"INDONESIA:  HALMAHERA:  MOROTAI"	2.52	128.283	39	6.2							2
	2006	12	1	"INDONESIA"	60	"INDONESIA:  SUMABAWA:  BIMA"	-8.251	118.777	43	6.3		1	1	14	1		1
	2006	12	8	"SWITZERLAND"	120	"SWITZERLAND:  BASEL"	47.58	7.6	5	3.9							1
	2006	12	12	"THAILAND"	60	"THAILAND:  MAE RIM"	18.901	98.916	10	4.6							1
	2006	12	17	"INDONESIA"	60	"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI"	0.626	99.859	30	5.8		7	1	100	2		3
	2006	12	24	"INDIA"	60	"INDIA:  RAJASTHAN"	26.88	76.15	10	4.2							
	2006	12	25	"KYRGYZSTAN"	40	"KYRGYZSTAN:  KOCHKOR"	42.156	76.163	12	5.8							3
	2006	12	26	"TAIWAN"	30	"TAIWAN:  PINGTUNG"	21.799	120.547	10	7		2	1	40	1		1
	2006	12	31	"HUNGARY"	110	"HUNGARY:  BUDAPEST"	47.449	19.343	5	4.1							1
	2007	1	8	"KYRGYZSTAN"	40	"KYRGYZSTAN:  ISFARIA"	39.803	70.311	18	6							2
	2007	1	9	"CHINA"	30	"CHINA:  GANSU PROVINCE"	37.021	103.911	20	4.5							3
	2007	1	10	"CHINA"	30	"CHINA:  GANSU PROVINCE"	33.259	104.74	23	4.7							1
	2007	1	13	"RUSSIA"	50	"RUSSIA:  KURIL ISLANDS"	46.243	154.524	10	8.1							
	2007	1	21	"TURKEY"	140	"TURKEY:  E"	39.592	42.863	3	5.1				2	1		1
	2007	1	21	"INDONESIA"	170	"INDONESIA:  MOLUCCA ISLANDS:  N"	1.065	126.282	22	7.5		4	1	4	1		1
	2007	2	16	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO"	6.614	126.24	79	4.9							1
	2007	2	21	"TURKEY"	140	"TURKEY:  DOGANKOY, PUTURGE, SIVRICE"	38.318	39.267	10	5.7							1
	2007	3	6	"INDONESIA"	60	"INDONESIA:  SUMATRA:  SOUTHERN"	-0.493	100.498	19	6.4	8	67	2	826	3		3
	2007	3	6	"COLOMBIA"	160	"COLOMBIA:  CAUCA, SOTARA, PURACE,"	2.082	-76.495	43	5				9	1		1
	2007	3	6	"IRAN"	140	"IRAN:  WESTERN:  DORUD"	33.49	48.93	16	4.7				35	1		1
	2007	3	25	"VANUATU"	170	"VANUATU ISLANDS"	-20.617	169.357	34	7.1							
	2007	3	25	"JAPAN"	30	"JAPAN:  HONSHU:  W COAST"	37.336	136.588	8	6.7		1	1	150	3		3
	2007	3	25	"GREECE"	130	"GREECE:  ARGOSTOLION, KEFALLINIA"	38.34	20.42	15	5.8	6						1
	2007	4	1	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-8.466	157.043	24	8.1		2	1				3
